"","state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","age.normalized","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"393","Maryland",67776,"M",TRUE,52000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,38,"employed",-0.726263045215058,49572,1.04897926248689,0.11401658016257,FALSE,"(25,65]",NA
"394","Maryland",971768,"M",TRUE,8000,"Never Married",FALSE,NA,NA,NA,45,"employed",-0.355174715344201,49572,0.161381424997983,0.257807880407199,TRUE,"(25,65]",28000
"395","Maryland",973839,"M",TRUE,45600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,67,"employed",0.811102892821348,49572,0.919874122488502,0.42648397013545,FALSE,"(65,Inf]",13000
"396","Maryland",440475,"M",TRUE,35000,"Married",TRUE,"Homeowner free and clear",FALSE,2,49,"employed",-0.143124241132283,49572,0.706043734366174,0.322526689153165,FALSE,"(25,65]",NA
"397","Massachusetts",832435,"M",TRUE,55001,"Married",TRUE,"Homeowner free and clear",FALSE,3,48,"employed",-0.196136859685263,66928,0.821793569208702,0.11556632630527,FALSE,"(25,65]",NA
"398","Massachusetts",1097109,"M",TRUE,44000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,50,"employed",-0.0901116225793037,66928,0.657422902223285,0.0516261290758848,FALSE,"(25,65]",NA
"399","Massachusetts",224356,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,60,"employed",0.440014562950491,66928,0.896485775759025,0.552376393694431,FALSE,"(25,65]",NA
"400","Massachusetts",609449,"F",NA,53010,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,83,"missing",1.65930478966902,66928,0.792045182883098,0.0347844331990927,FALSE,"(65,Inf]",0
"401","Massachusetts",816872,"M",NA,41000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,72,"missing",1.07616598558625,66928,0.612598613435334,0.764244930585846,FALSE,"(65,Inf]",NA
"402","Massachusetts",40132,"M",TRUE,22000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,66,"employed",0.758090274268368,66928,0.328711451111642,0.861990363104269,TRUE,"(65,Inf]",75100
"403","Massachusetts",1176266,"F",TRUE,60000,"Never Married",FALSE,"Rented",TRUE,1,45,"employed",-0.355174715344201,66928,0.896485775759025,0.132796771591529,FALSE,"(25,65]",35020
"404","Massachusetts",361561,"F",NA,3000,"Divorced/Separated",TRUE,"Rented",FALSE,1,26,"missing",-1.36241446785081,66928,0.0448242887879512,0.371033361414447,TRUE,"(25,65]",20000
"405","Massachusetts",1386114,"M",TRUE,40000,"Married",TRUE,"Rented",FALSE,2,41,"employed",-0.567225189556119,66928,0.59765718383935,0.38005478028208,FALSE,"(25,65]",120000
"406","Massachusetts",1029778,"M",TRUE,11200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,84,"employed",1.712317408222,66928,0.167344011475018,0.119330136338249,TRUE,"(65,Inf]",NA
"407","Massachusetts",988264,"M",FALSE,5000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,5,55,"not employed",0.174951470185594,66928,0.0747071479799187,0.574410915141925,TRUE,"(25,65]",NA
"408","Massachusetts",773582,"F",NA,27200,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,74,"missing",1.1821912226922,66928,0.406406885010758,0.299505871254951,TRUE,"(65,Inf]",100030
"409","Massachusetts",578596,"M",TRUE,143100,"Married",TRUE,"Homeowner free and clear",FALSE,4,66,"employed",0.758090274268368,66928,2.13811857518527,0.733494606800377,FALSE,"(65,Inf]",NA
"410","Massachusetts",583934,"F",NA,24000,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,69,"missing",0.917128129927307,66928,0.35859431030361,0.318157502450049,TRUE,"(65,Inf]",60000
"411","Massachusetts",1379036,"M",FALSE,12000,"Divorced/Separated",FALSE,"Occupied with no rent",FALSE,2,61,"not employed",0.493027181503471,66928,0.179297155151805,0.439439916983247,TRUE,"(25,65]",NA
"412","Massachusetts",52197,"M",NA,65100,"Married",TRUE,"Homeowner free and clear",FALSE,2,66,"missing",0.758090274268368,66928,0.972687066698542,0.805784096010029,FALSE,"(65,Inf]",15000
"413","Massachusetts",1295682,"M",NA,250700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,76,"missing",1.28821645979816,66928,3.74581639971312,0.228386391885579,FALSE,"(65,Inf]",44200
"414","Massachusetts",50220,"M",NA,22300,"Divorced/Separated",TRUE,"Rented",FALSE,1,85,"missing",1.76533002677498,66928,0.333193879990437,0.117889562621713,TRUE,"(65,Inf]",NA
"415","Massachusetts",924897,"F",TRUE,155800,"Divorced/Separated",TRUE,"Rented",FALSE,1,50,"employed",-0.0901116225793037,66928,2.32787473105427,0.867538522463292,FALSE,"(25,65]",50600
"416","Massachusetts",1127889,"F",TRUE,64270,"Divorced/Separated",TRUE,"Rented",FALSE,2,55,"employed",0.174951470185594,66928,0.960285680133875,0.720427755499259,FALSE,"(25,65]",19200
"417","Massachusetts",1159904,"M",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,39,"employed",-0.673250426662078,66928,1.49414295959837,0.307359747122973,FALSE,"(25,65]",16000
"418","Massachusetts",1278909,"M",NA,26910,"Married",TRUE,"Homeowner free and clear",FALSE,5,70,"missing",0.970140748480286,66928,0.402073870427923,0.673080282751471,TRUE,"(65,Inf]",30000
"419","Massachusetts",766390,"M",NA,2100,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,86,"missing",1.81834264532796,66928,0.0313770021515659,0.768102698493749,TRUE,"(65,Inf]",28000
"420","Massachusetts",1408913,"F",NA,1000,"Married",TRUE,"Rented",FALSE,0,60,"missing",0.440014562950491,66928,0.0149414295959837,0.211441009072587,TRUE,"(25,65]",76600
"421","Massachusetts",1152642,"M",NA,0,"Never Married",FALSE,"Rented",FALSE,1,54,"missing",0.121938851632614,66928,0,0.0477657143492252,TRUE,"(25,65]",143100
"422","Massachusetts",1369231,"M",NA,252000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,73,"missing",1.12917860413922,66928,3.7652402581879,0.998834963422269,FALSE,"(65,Inf]",32000
"423","Massachusetts",887400,"M",TRUE,43000,"Divorced/Separated",TRUE,"Rented",FALSE,2,57,"employed",0.280976707291553,66928,0.642481472627301,0.67506283801049,FALSE,"(25,65]",NA
"424","Massachusetts",459910,"M",NA,56300,"Married",TRUE,"Homeowner free and clear",FALSE,1,93,"missing",2.18943097519881,66928,0.841202486253885,0.457647226285189,FALSE,"(65,Inf]",16000
"425","Massachusetts",987884,"F",TRUE,21000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,50,"employed",-0.0901116225793037,66928,0.313770021515659,0.807090683141723,TRUE,"(25,65]",15000
"426","Massachusetts",878875,"M",TRUE,40500,"Married",TRUE,"Rented",TRUE,2,37,"employed",-0.779275663768037,66928,0.605127898637342,0.666215513367206,FALSE,"(25,65]",NA
"427","Michigan",456859,"M",TRUE,80,"Never Married",TRUE,NA,NA,NA,18,"employed",-1.78651541627465,62634,0.00127726155123415,0.0572959000710398,TRUE,"[0,25]",22000
"428","Michigan",975652,"F",TRUE,61000,"Never Married",TRUE,"Rented",FALSE,1,35,"employed",-0.885300900873996,62634,0.973911932816042,0.983758529182523,FALSE,"(25,65]",NA
"429","Michigan",318105,"M",TRUE,42200,"Divorced/Separated",TRUE,"Rented",FALSE,0,54,"employed",0.121938851632614,62634,0.673755468276016,0.346031358931214,FALSE,"(25,65]",58000
"430","Michigan",364991,"F",NA,12000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,123.061022636481,"missing",3.78304450153904,62634,0.191589232685123,0.385359871434048,TRUE,"(65,Inf]",105000
"431","Michigan",1255530,"M",FALSE,2400,"Never Married",FALSE,"Rented",TRUE,1,50,"not employed",-0.0901116225793037,62634,0.0383178465370246,0.0515295220538974,TRUE,"(25,65]",NA
"432","Michigan",173493,"M",FALSE,77000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,56,"not employed",0.227964088738573,62634,1.22936424306287,0.79713305993937,FALSE,"(25,65]",10700
"433","Michigan",394696,"F",NA,10200,"Married",TRUE,"Rented",FALSE,1,58,"missing",0.333989325844532,62634,0.162850847782355,0.757866564206779,TRUE,"(25,65]",39200
"434","Michigan",685994,"F",TRUE,21100,"Married",FALSE,"Homeowner free and clear",FALSE,2,63,"employed",0.59905241860943,62634,0.336877734138008,0.827593691414222,TRUE,"(25,65]",NA
"435","Michigan",887135,"M",NA,233000,"Married",TRUE,"Homeowner free and clear",FALSE,2,67,"missing",0.811102892821348,62634,3.72002426796947,0.12391477660276,FALSE,"(65,Inf]",59500
"436","Michigan",825129,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,46,"employed",-0.302162096791222,62634,0.957946163425615,0.184398184996098,FALSE,"(25,65]",80000
"437","Michigan",1048652,"F",NA,1400,"Divorced/Separated",TRUE,"Rented",TRUE,1,77,"missing",1.34122907835114,62634,0.0223520771465977,0.553268329240382,TRUE,"(65,Inf]",NA
"438","Michigan",164576,"F",NA,0,"Never Married",FALSE,"Rented",FALSE,1,28,"missing",-1.25638923074485,62634,0,0.714709852356464,TRUE,"(25,65]",388000
"439","Michigan",1407916,"M",TRUE,30000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,46,"employed",-0.302162096791222,62634,0.478973081712808,0.349138703430071,FALSE,"(25,65]",NA
"440","Michigan",661353,"F",NA,180704,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,64,"missing",0.652065037162409,62634,2.88507839192771,0.518435703124851,FALSE,"(25,65]",10100
"441","Michigan",411385,"M",TRUE,45000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,45,"employed",-0.355174715344201,62634,0.718459622569212,0.662146661896259,FALSE,"(25,65]",382000
"442","Michigan",1329294,"M",TRUE,75200,"Married",TRUE,"Homeowner free and clear",FALSE,2,65,"employed",0.705077655715389,62634,1.2006258581601,0.652569516561925,FALSE,"(25,65]",NA
"443","Michigan",2848,"M",TRUE,4500,"Never Married",FALSE,"Rented",TRUE,3,22,"employed",-1.57446494206273,62634,0.0718459622569212,0.877654195763171,TRUE,"[0,25]",150000
"444","Michigan",36825,"M",TRUE,17500,"Married",FALSE,"Rented",FALSE,2,35,"employed",-0.885300900873996,62634,0.279400964332471,0.555028432281688,TRUE,"(25,65]",60000
"445","Michigan",37224,"M",TRUE,25800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,48,"employed",-0.196136859685263,62634,0.411916850273015,0.955558279296383,TRUE,"(25,65]",66000
"446","Michigan",739344,"M",NA,127500,"Widowed",TRUE,"Homeowner free and clear",FALSE,5,75,"missing",1.23520384124518,62634,2.03563559727943,0.405588538618758,FALSE,"(65,Inf]",120000
"447","Michigan",191018,"F",NA,13200,"Married",TRUE,"Homeowner free and clear",FALSE,4,64,"missing",0.652065037162409,62634,0.210748155953635,0.261835240758955,TRUE,"(25,65]",19000
"448","Michigan",960591,"M",TRUE,40000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,49,"employed",-0.143124241132283,62634,0.638630775617077,0.522970938123763,FALSE,"(25,65]",NA
"449","Michigan",702740,"M",TRUE,104000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,35,"employed",-0.885300900873996,62634,1.6604400166044,0.159616641001776,FALSE,"(25,65]",NA
"450","Michigan",1057167,"F",NA,29100,"Widowed",TRUE,NA,NA,NA,93,"missing",2.18943097519881,62634,0.464603889261423,0.136131758568808,TRUE,"(65,Inf]",150000
"451","Michigan",851744,"F",TRUE,55000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,24,"employed",-1.46843970495677,62634,0.878117316473481,0.313486883416772,FALSE,"[0,25]",382000
"452","Michigan",150721,"M",TRUE,402000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",-0.408187333897181,62634,6.41823929495162,0.645078710047528,FALSE,"(25,65]",6000
"453","Michigan",284973,"F",FALSE,19000,"Divorced/Separated",TRUE,"Rented",FALSE,2,30,"not employed",-1.15036399363889,62634,0.303349618418112,0.0298818848095834,TRUE,"(25,65]",30000
"454","Michigan",314099,"F",NA,0,"Widowed",FALSE,"Rented",TRUE,2,68,"missing",0.864115511374327,62634,0,0.983219464542344,TRUE,"(65,Inf]",38200
"455","Michigan",561588,"F",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,54,"employed",0.121938851632614,62634,0.957946163425615,0.655160155380145,FALSE,"(25,65]",NA
"456","Michigan",1140973,"M",NA,36000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,43,"missing",-0.46119995245016,62634,0.574767698055369,0.928278348408639,FALSE,"(25,65]",8450
"457","Michigan",315265,"M",NA,34900,"Married",TRUE,"Homeowner free and clear",FALSE,3,82,"missing",1.60629217111604,62634,0.5572053517259,0.0455716045107692,FALSE,"(65,Inf]",28000
"458","Michigan",649827,"F",NA,5500,"Married",TRUE,NA,NA,NA,89,"missing",1.9773805009869,62634,0.0878117316473481,0.254538513021544,TRUE,"(65,Inf]",17000
"459","Michigan",1216112,"M",TRUE,46000,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,41,"employed",-0.567225189556119,62634,0.734425391959639,0.823104239068925,FALSE,"(25,65]",40000
"460","Michigan",1084583,"F",TRUE,12000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",-0.567225189556119,62634,0.191589232685123,0.871542788110673,TRUE,"(25,65]",285000
"461","Michigan",12195,"M",TRUE,40000,"Married",TRUE,"Rented",FALSE,3,48,"employed",-0.196136859685263,62634,0.638630775617077,0.763063561636955,FALSE,"(25,65]",NA
"462","Michigan",79069,"M",TRUE,30000,"Married",FALSE,"Rented",TRUE,1,40,"employed",-0.620237808109099,62634,0.478973081712808,0.59464597934857,FALSE,"(25,65]",5000
"463","Michigan",120705,"M",TRUE,21400,"Never Married",TRUE,"Rented",TRUE,0,30,"employed",-1.15036399363889,62634,0.341667464955136,0.0470182653516531,TRUE,"(25,65]",120000
"464","Michigan",591244,"M",NA,72600,"Never Married",TRUE,"Homeowner free and clear",FALSE,2,58,"missing",0.333989325844532,62634,1.15911485774499,0.833906228886917,FALSE,"(25,65]",70000
"465","Michigan",117911,"M",TRUE,29500,"Widowed",TRUE,"Rented",FALSE,2,67,"employed",0.811102892821348,62634,0.470990197017594,0.000228095566853881,TRUE,"(65,Inf]",NA
"466","Michigan",184686,"F",TRUE,69000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,2,59,"employed",0.387001944397512,62634,1.10163808793946,0.332465081708506,FALSE,"(25,65]",20000
"467","Michigan",278995,"F",TRUE,37000,"Married",TRUE,"Rented",TRUE,2,38,"employed",-0.726263045215058,62634,0.590733467445796,0.774021001998335,FALSE,"(25,65]",48000
"468","Michigan",228513,"F",TRUE,412000,"Widowed",TRUE,"Homeowner free and clear",FALSE,3,47,"employed",-0.249149478238242,62634,6.57789698885589,0.939883785089478,FALSE,"(25,65]",70000
"469","Michigan",1170716,"F",NA,15200,"Widowed",TRUE,"Rented",FALSE,1,65,"missing",0.705077655715389,62634,0.242679694734489,0.988657813984901,TRUE,"(25,65]",29000
"470","Minnesota",861046,"F",TRUE,68000,"Married",TRUE,"Rented",TRUE,2,29,"employed",-1.20337661219187,50118,1.3567979568219,0.674589410657063,FALSE,"(25,65]",NA
"471","Minnesota",276306,"M",FALSE,31200,"Married",TRUE,"Rented",FALSE,1,29,"not employed",-1.20337661219187,50118,0.622530827247695,0.237018645042554,FALSE,"(25,65]",36000
"472","Minnesota",458094,"F",NA,0,"Divorced/Separated",TRUE,"Rented",FALSE,1,41,"missing",-0.567225189556119,50118,0,0.119870861293748,TRUE,"(25,65]",65000
"473","Minnesota",204591,"F",TRUE,47500,"Divorced/Separated",TRUE,"Rented",FALSE,3,49,"employed",-0.143124241132283,50118,0.947763278662357,0.628899914212525,FALSE,"(25,65]",20000
"474","Minnesota",1095968,"F",TRUE,69500,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,46,"employed",-0.302162096791222,50118,1.3867273235165,0.867566561093554,FALSE,"(25,65]",NA
"475","Minnesota",1160167,"M",NA,41500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,74,"missing",1.1821912226922,50118,0.828045811883954,0.427935094106942,FALSE,"(65,Inf]",61000
"476","Minnesota",912196,"F",NA,14500,"Divorced/Separated",TRUE,"Rented",FALSE,0,84,"missing",1.712317408222,50118,0.289317211381141,0.949429118540138,TRUE,"(65,Inf]",60000
"477","Minnesota",1171408,"M",TRUE,9000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,33,"employed",-0.991326137979955,50118,0.179576200167604,0.242689032107592,TRUE,"(25,65]",35780
"478","Minnesota",178887,"F",NA,0,"Married",FALSE,"Rented",FALSE,0,44,"missing",-0.408187333897181,50118,0,0.118611457990482,TRUE,"(25,65]",NA
"479","Minnesota",833321,"M",FALSE,30900,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,51,"not employed",-0.0370990040263242,50118,0.616544953908775,0.108843939844519,FALSE,"(25,65]",38000
"480","Minnesota",33651,"F",TRUE,45000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",-0.408187333897181,50118,0.897881000838022,0.684677336597815,FALSE,"(25,65]",40000
"481","Minnesota",125155,"M",TRUE,18000,"Married",FALSE,"Rented",TRUE,1,55,"employed",0.174951470185594,50118,0.359152400335209,0.70442629721947,TRUE,"(25,65]",160000
"482","Minnesota",1068379,"F",TRUE,80700,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,61,"employed",0.493027181503471,50118,1.61019992816952,0.583779310807586,FALSE,"(25,65]",NA
"483","Minnesota",875771,"M",FALSE,175200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,124.845087232534,"not employed",3.87762243744349,50118,3.49575002992937,0.782788826152682,FALSE,"(65,Inf]",NA
"484","Minnesota",938913,"M",NA,47000,"Married",TRUE,"Homeowner free and clear",FALSE,1,61,"missing",0.493027181503471,50118,0.93778682309749,0.308629525126889,FALSE,"(25,65]",63000
"485","Minnesota",612779,"F",TRUE,382000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,49,"employed",-0.143124241132283,50118,7.62201205155832,0.731882397085428,FALSE,"(25,65]",0
"486","Minnesota",220142,"F",NA,0,"Never Married",TRUE,NA,NA,NA,18,"missing",-1.78651541627465,50118,0,0.49524627556093,TRUE,"[0,25]",NA
"487","Minnesota",1108038,"F",TRUE,45500,"Married",TRUE,"Rented",TRUE,2,40,"employed",-0.620237808109099,50118,0.907857456402889,0.315033964114264,FALSE,"(25,65]",22800
"488","Mississippi",897580,"M",TRUE,59500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,50,"employed",-0.0901116225793037,58094,1.0242021551279,0.340236098971218,FALSE,"(25,65]",2000
"489","Mississippi",733457,"F",NA,10000,"Divorced/Separated",TRUE,"Rented",FALSE,0,86,"missing",1.81834264532796,58094,0.172134815987882,0.494011234724894,TRUE,"(65,Inf]",110010
"490","Mississippi",789913,"M",TRUE,30300,"Married",TRUE,"Rented",FALSE,2,68,"employed",0.864115511374327,58094,0.521568492443282,0.724751260131598,FALSE,"(65,Inf]",59000
"491","Mississippi",1213522,"M",TRUE,15400,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",0.333989325844532,58094,0.265087616621338,0.563656993443146,TRUE,"(25,65]",70200
"492","Mississippi",1402550,"M",TRUE,200000,"Married",TRUE,"Homeowner with mortgage/loan",TRUE,2,37,"employed",-0.779275663768037,58094,3.44269631975763,0.648658799706027,FALSE,"(25,65]",82000
"493","Mississippi",668750,"F",NA,1200,"Never Married",FALSE,NA,NA,NA,24,"missing",-1.46843970495677,58094,0.0206561779185458,0.65740091027692,TRUE,"[0,25]",18200
"494","Mississippi",85398,"F",TRUE,21600,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE,6,44,"employed",-0.408187333897181,58094,0.371811202533824,0.654553825501353,TRUE,"(25,65]",NA
"495","Mississippi",782988,"M",TRUE,110000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,53,"employed",0.0689262330796348,58094,1.8934829758667,0.887510632397607,FALSE,"(25,65]",16000
"496","Mississippi",1090019,"M",TRUE,34000,"Married",FALSE,"Rented",FALSE,2,57,"employed",0.280976707291553,58094,0.585258374358798,0.473238279810175,FALSE,"(25,65]",21100
"497","Mississippi",258722,"F",NA,2680,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"missing",-0.355174715344201,58094,0.0461321306847523,0.673017160501331,TRUE,"(25,65]",48000
"498","Mississippi",728498,"M",TRUE,120000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,52,"employed",0.0159136145266553,58094,2.06561779185458,0.191364619415253,FALSE,"(25,65]",NA
"499","Mississippi",1238436,"F",NA,0,"Married",FALSE,"Rented",FALSE,2,25,"missing",-1.41542708640379,58094,0,0.540672103874385,TRUE,"[0,25]",140000
"500","Mississippi",931141,"M",TRUE,33000,"Divorced/Separated",FALSE,"Rented",TRUE,4,25,"employed",-1.41542708640379,58094,0.56804489276001,0.875103240367025,FALSE,"[0,25]",36200
"501","Mississippi",1180739,"F",TRUE,115800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,52,"employed",0.0159136145266553,58094,1.99332116913967,0.419128550216556,FALSE,"(25,65]",NA
